# ARP Table - Network Scan 2026-03-13
# Generated by: arp-scanner v1.2
# Network: 192.168.1.0/24

IP Address        MAC Address         Vendor
192.168.1.14847   00:1A:2B:EA        AMD
192.168.1.14848   E7:13:E2:15:03:A6  Router
192.168.1.14849   A7:DD:43:B7:FA:14  NVIDIA
192.168.1.14850   4B:2D:EF:1A:8D:2F  Broadcom
192.168.1.14851   71:A4:AE:28        Apple Inc
192.168.1.14852   AA:9E:5B:65:2C:D4  Router
192.168.1.14853   D8:77:69:55:53:64  ASUS
192.168.1.14854   3D:60:7A:A4        ASUS
192.168.1.14855   2E:41:72:3F:E2:15  Apple Inc
192.168.1.14856   4B:65:2E:50:89:C0  Intel
192.168.1.14857   33:5D:C0:68:B7:D9  Apple Inc
192.168.1.14858   43:6B:C6:35:03:A4  Dell Inc
192.168.1.14859   B7:D9:43:7A:F2:5D  ASUS
192.168.1.14860   C0:78:BF:D9:41:6F  Samsung
192.168.1.14861   EA:AD:4A:2D:A7:91  Lenovo
192.168.1.14862   60:93:9D:AB        Router
192.168.1.14863   80:B4:BF:ED:82:EE  Samsung
192.168.1.14864   82:B5:BF:62        Router
192.168.1.14865   37:01:58:AF:72:40  HP Inc
192.168.1.14866   03:A4:42:D9:4B:D3  Broadcom
192.168.1.14867   C2:5D:C2:60:B7:D9  Samsung
192.168.1.14868   43:7A:F2:5D:8C:2D  AMD
192.168.1.14869   A7:91:C8:3F:AA:9E  Realtek
192.168.1.14870   0E:3D:EF:56:88:37  Acer
192.168.1.14871   A6:7F:7D:DD        Lenovo
192.168.1.14872   E2:15:4B:2D:EF:1A  AMD
192.168.1.14873   8D:2F:AA:D2:0B:3D  Intel
192.168.1.14874   A7:91:C8:3F:AA:9E  Samsung
192.168.1.14875   4E:87:8C:91:C8:77  ASUS
192.168.1.14876   69:15:03:A6:27:91  HP Inc
192.168.1.14877   82:B5:BF:0B        Realtek
192.168.1.14878   C9:3F:E2:54:F3:2D  Broadcom
192.168.1.14879   A7:91:C8:85:E2:15  AMD
192.168.1.14880   A6:7F:7D:8B        Dell Inc
192.168.1.14881   4B:2D:1E:91:C8:3F  Qualcomm
192.168.1.14882   60:93:9D:35        HP Inc
192.168.1.14883   E2:EA:9B:65:2C:C4  Apple Inc
192.168.1.14884   D8:77:6B:57:53:BD  Samsung
192.168.1.14885   6E:52:58:AF:72:40  AMD
192.168.1.14886   03:A4:42:D9:4B:DB  Cisco
192.168.1.14887   12:5D:C8:C1:F7:D9  Samsung
192.168.1.14888   41:72:F2:5D:C2:78  Acer
192.168.1.14889   BF:D9:43:6A:FA:5D  AMD
192.168.1.14890   C0:68:B7:D9:41:FE  Acer
192.168.1.14891   0A:C9:45:2D:A7:18  Qualcomm
192.168.1.14892   8C:1B:AE:96:37:09  Broadcom
192.168.1.14893   EB:6E:BD:05:84:1A  ASUS
192.168.1.14894   5F:82:8C:49        Cisco
192.168.1.14895   A4:ED:A8:80:8C:1B  Samsung
192.168.1.14896   C2:1A:5A:69:83:A1  Microsoft
192.168.1.14897   80:B2:AE:31:6B:65  Acer
192.168.1.14898   2C:C4:D0:77:69:50  ASUS
192.168.1.14899   5B:64:2E:59:80:B6  Acer
192.168.1.14900   23:FD:80:D6:58:6E  Broadcom
192.168.1.14901   80:B4:B7:0D:03:A6  Cisco
192.168.1.14902   E2:81:80:B6:23:FD  Router
192.168.1.14903   D0:23:A7:91:41:7B  Qualcomm
192.168.1.14904   C6:59:03:A6:E2:81  Realtek
192.168.1.14905   4E:71:7B:61        Broadcom
192.168.1.14906   80:B4:EA:9E:0F:09  Acer
192.168.1.14907   EB:D9:AB:EF:AA:9C  Intel
192.168.1.14908   9B:65:66:71:CA:77  ASUS
192.168.1.14909   E3:C5:03:EC:47:92  AMD
192.168.1.14910   A6:7F:7D:68        Realtek
192.168.1.14911   80:3E:2A:5D:C8:ED  Realtek
192.168.1.14912   60:93:9D:47        Router
192.168.1.14913   AF:58:0B:AF:72:40  Samsung
192.168.1.14914   03:A4:42:C2:80:BC  Apple Inc
192.168.1.14915   06:E5:03:AE:4B:81  Lenovo
192.168.1.14916   80:B6:AF:05:03:A4  Samsung
192.168.1.14917   F2:89:80:B4:A7:05  AMD
192.168.1.14918   03:A6:E7:81:80:06  HP Inc
192.168.1.14919   A7:0D:39:27:1F:91  Acer
192.168.1.14920   C8:3F:E2:FC:E2:2D  NVIDIA
192.168.1.14921   A7:91:80:B4:A7:0D  Realtek
192.168.1.14922   60:93:9D:F8        Lenovo
192.168.1.14923   03:A4:E3:B5:C0:D4  Samsung
192.168.1.14924   8C:5D:C0:68:B7:D9  ASUS
192.168.1.14925   3D:60:7A:35        Qualcomm
192.168.1.14926   43:3F:AA:9E:1F:09  Dell Inc
192.168.1.14927   AF:D9:4B:FD:E3:5D  Apple Inc
192.168.1.14928   8A:CF:A1:D9:C9:FD  NVIDIA
192.168.1.14929   00:1A:2B:51        HP Inc
192.168.1.14930   AA:9E:0E:3D:EF:1A  Dell Inc
192.168.1.14931   C8:77:69:59:6F:25  Qualcomm
192.168.1.14932   EF:50:29:39:AA:14  Samsung
192.168.1.14933   71:A4:AE:5F        Cisco
192.168.1.14934   83:65:2C:9B:80:B4  Cisco
192.168.1.14935   B8:1D:03:A4:AF:D9  Router
192.168.1.14936   41:67:EA:5D:C0:67  Microsoft
192.168.1.14937   B7:D9:43:65:FA:5D  Broadcom
192.168.1.14938   C2:65:B7:D9:41:67  Cisco
192.168.1.14939   FA:5D:C0:67:87:D9  Intel
192.168.1.14940   43:65:CA:5D:C2:65  Router
192.168.1.14941   4E:71:7B:E8        Lenovo
192.168.1.14942   87:D9:41:67:CA:5D  Qualcomm
192.168.1.14943   C0:67:97:D9:43:65  Lenovo
192.168.1.14944   DA:5D:C2:65:97:D9  NVIDIA
192.168.1.14945   41:67:DA:5D:C8:69  ASUS
192.168.1.14946   5F:82:8C:06        Realtek
192.168.1.14947   83:99:C9:77:69:50  Dell Inc
192.168.1.14948   5B:65:2C:D1:D8:77  ASUS
192.168.1.14949   61:FD:4A:65:9E:D5  Acer
192.168.1.14950   EC:37:ED:97:30:D2  Qualcomm
192.168.1.14951   58:6E:80:B4:A7:05  HP Inc
192.168.1.14952   03:A6:E7:81:80:B2  Samsung
192.168.1.14953   B2:EA:03:A6:E2:81  Acer
192.168.1.14954   80:B6:B2:05:F3:2C  Broadcom
192.168.1.14955   A7:91:C8:77:69:48  AMD
192.168.1.14956   B3:E4:64:01:58:AF  ASUS
192.168.1.14957   A6:7F:7D:E0        Router
192.168.1.14958   72:40:03:A4:42:C2  Router
192.168.1.14959   80:BC:06:E5:03:AE  HP Inc
192.168.1.14960   4B:A1:80:B6:AF:05  Broadcom
192.168.1.14961   03:A4:F2:89:80:B4  Router
192.168.1.14962   71:A4:AE:7B        ASUS
192.168.1.14963   E7:E1:62:2D:A7:D9  ASUS
192.168.1.14964   82:B5:BF:0A        Cisco
192.168.1.14965   43:3F:AE:9E:C3:D5  Apple Inc
192.168.1.14966   A6:7F:7D:EF        Dell Inc
192.168.1.14967   A7:91:C8:77:69:50  Intel
192.168.1.14968   53:65:66:71:CE:77  HP Inc
192.168.1.14969   6B:D7:03:A6:E2:81  Dell Inc
192.168.1.14970   4E:71:7B:EE        Router
192.168.1.14971   80:B4:A2:0D:02:A4  NVIDIA
192.168.1.14972   77:2B:C8:3F:E2:15  Realtek
192.168.1.14973   03:A4:66:D0:37:EE  Router
192.168.1.14974   AA:9C:0F:09:87:D9  Dell Inc
192.168.1.14975   4B:43:C6:35:4B:58  Realtek
192.168.1.14976   AD:29:C8:3F:E2:15  Intel
192.168.1.14977   A2:CD:A7:91:C8:77  Broadcom
192.168.1.14978   69:50:5B:65:2C:91  Dell Inc
192.168.1.14979   A6:7F:7D:C8        Lenovo
192.168.1.14980   80:BA:22:1A:CF:9E  Router
192.168.1.14981   5F:82:8C:0F        AMD
192.168.1.14982   A7:91:C8:77:25:51  ASUS
192.168.1.14983   6F:05:A7:91:C8:3F  Cisco
192.168.1.14984   09:7E:03:A6:E2:81  AMD
192.168.1.14985   80:B4:E2:5D:C0:79  AMD
192.168.1.14986   BC:70:7A:E2        Cisco
192.168.1.14987   83:B9:80:FE:00:13  Microsoft
192.168.1.14988   03:2C:65:D9:43:7B  ASUS
192.168.1.14989   C6:3D:03:EC:47:97  Apple Inc
192.168.1.14990   80:B6:23:5D:C0:69  Intel
192.168.1.14991   60:93:9D:8A        Microsoft
192.168.1.14992   83:B1:80:3E:2A:5D  Microsoft
192.168.1.14993   5F:82:8C:2C        ASUS
192.168.1.14994   C0:27:EF:1A:92:37  Apple Inc
192.168.1.14995   AA:9C:43:65:2E:C9  Cisco
192.168.1.14996   C0:77:69:5F:5B:65  Lenovo
192.168.1.14997   60:93:9D:9C        Apple Inc
192.168.1.14998   2C:CB:D0:77:6B:5D  AMD
192.168.1.14999   5B:65:2E:C9:D0:77  Cisco
192.168.1.15000   69:5F:6B:65:2C:CB  ASUS
192.168.1.15001   E0:77:6B:5D:6B:65  HP Inc
192.168.1.15002   2E:C9:E0:77:69:5F  HP Inc
192.168.1.15003   7B:65:2C:CB:F0:77  Router
192.168.1.15004   6B:5D:7B:65:2E:C9  Router
192.168.1.15005   F0:77:61:51:6F:05  Broadcom
192.168.1.15006   A6:7F:7D:04        Acer
192.168.1.15007   A6:D9:43:7A:F2:5D  ASUS
192.168.1.15008   C0:6D:B7:D9:F1:7B  Qualcomm
192.168.1.15009   C6:3D:39:AB:EF:1A  Lenovo
192.168.1.15010   CD:29:CB:15:4B:65  Samsung
192.168.1.15011   2C:91:84:B4:6A:0D  Router
192.168.1.15012   4A:2D:A7:D9:43:7A  Cisco
192.168.1.15013   F2:5D:C0:3D:EF:1A  HP Inc
192.168.1.15014   8D:2F:AA:9E:0B:35  Router
192.168.1.15015   EE:18:18:85:E2:15  Lenovo
192.168.1.15016   4B:2D:EF:18:09:7E  Apple Inc
192.168.1.15017   1D:C4:03:A6:E2:81  Realtek
192.168.1.15018   82:B5:BF:39        AMD
192.168.1.15019   80:B4:B6:31:6B:65  Realtek
192.168.1.15020   2E:81:80:B4:A7:05  HP Inc
192.168.1.15021   03:A6:F2:89:80:B6  HP Inc
192.168.1.15022   B2:1D:F3:2C:A7:91  Dell Inc
192.168.1.15023   C8:77:69:48:B3:E4  Router
192.168.1.15024   64:01:58:AF:72:85  Acer
192.168.1.15025   DB:BD:37:01:58:AF  HP Inc
192.168.1.15026   72:40:03:A4:42:C2  AMD
192.168.1.15027   80:BC:06:E5:03:AE  Microsoft
192.168.1.15028   4B:B1:80:B6:AF:05  Realtek
192.168.1.15029   03:A4:F2:89:80:B4  Microsoft
192.168.1.15030   A7:05:03:A6:F7:81  Realtek
192.168.1.15031   80:B4:A7:05:03:A6  Microsoft
192.168.1.15032   E7:99:80:06:20:67  Realtek
192.168.1.15033   67:65:2C:D4:D8:77  ASUS
192.168.1.15034   69:55:43:65:22:51  Qualcomm
192.168.1.15035   BC:31:AA:9E:0E:3D  Microsoft
192.168.1.15036   EF:1A:88:37:AA:98  Cisco
192.168.1.15037   5F:2D:4C:94:72:3E  Lenovo
192.168.1.15038   E2:15:4B:65:2C:D4  Microsoft
192.168.1.15039   D8:77:6B:D4:A3:77  Cisco
192.168.1.15040   59:6E:37:77:69:50  Realtek
192.168.1.15041   5B:65:2C:91:80:BA  Qualcomm
192.168.1.15042   22:61:27:65:2C:D4  Cisco
192.168.1.15043   D8:73:69:15:03:A6  Cisco
192.168.1.15044   E2:81:80:B4:A2:05  Qualcomm
192.168.1.15045   03:A0:EF:90:80:B4  Realtek
192.168.1.15046   B7:05:03:A4:ED:81  ASUS
192.168.1.15047   80:FE:02:13:02:A0  Microsoft
192.168.1.15048   B3:91:80:B4:A7:0D  Acer
192.168.1.15049   00:1A:2B:D2        Cisco
192.168.1.15050   03:A6:AF:D9:43:67  Router
192.168.1.15051   EA:5D:C2:27:EF:18  Realtek
192.168.1.15052   92:37:AA:9E:03:3D  HP Inc
192.168.1.15053   EF:1A:90:27:AA:9C  HP Inc
192.168.1.15054   01:3D:EF:18:92:27  HP Inc
192.168.1.15055   AA:9E:03:0D:EF:1A  AMD
192.168.1.15056   90:17:AA:9C:01:0D  Qualcomm
192.168.1.15057   EF:18:92:17:AA:9E  Apple Inc
192.168.1.15058   03:1D:EF:1A:90:07  Intel
192.168.1.15059   AA:9C:01:1D:EF:18  Samsung
192.168.1.15060   92:07:5A:14:4B:2D  Cisco
192.168.1.15061   00:1A:2B:B8        ASUS
192.168.1.15062   A7:7A:CD:87:E2:15  ASUS
192.168.1.15063   4B:2D:EF:1A:95:C7  NVIDIA
192.168.1.15064   2B:D6:DB:BD:37:01  Qualcomm
192.168.1.15065   58:AF:72:40:03:A4  Broadcom
192.168.1.15066   42:D9:4B:D3:C2:5D  HP Inc
192.168.1.15067   C2:60:B7:D9:43:7A  HP Inc
192.168.1.15068   F2:5D:8C:2D:A7:91  Realtek
192.168.1.15069   4E:71:7B:FE        Realtek
192.168.1.15070   C8:3F:AA:9E:0E:3D  Cisco
192.168.1.15071   EF:56:88:37:E2:15  HP Inc
192.168.1.15072   3D:60:7A:B1        Realtek
192.168.1.15073   4B:2D:EF:1A:8D:2F  Intel
192.168.1.15074   00:1A:2B:76        NVIDIA
192.168.1.15075   AA:D2:0B:3D:A7:91  HP Inc
192.168.1.15076   C8:3F:AA:9E:4E:87  Router
192.168.1.15077   5F:82:8C:12        AMD
192.168.1.15078   80:91:C8:77:69:15  Lenovo
192.168.1.15079   03:A6:27:91:C9:3F  AMD
192.168.1.15080   E2:54:F3:2D:A7:91  Apple Inc
192.168.1.15081   C8:85:E2:15:4B:2D  Router
192.168.1.15082   71:A4:AE:BC        Acer
192.168.1.15083   1E:91:C8:3F:E2:EA  Apple Inc
192.168.1.15084   9B:65:2C:C4:D8:77  ASUS
192.168.1.15085   6B:57:53:BD:6E:52  Lenovo
192.168.1.15086   58:AF:72:40:03:A4  Broadcom
192.168.1.15087   00:1A:2B:8E        NVIDIA
192.168.1.15088   42:D9:41:72:F2:5D  Router
192.168.1.15089   C2:78:BF:D9:43:7A  Apple Inc
192.168.1.15090   F2:5D:C0:2D:EF:1A  Router
192.168.1.15091   9D:27:AA:D4:A9:2B  Router
192.168.1.15092   BC:70:7A:1C        Samsung
192.168.1.15093   EF:90:18:62:21:40  Acer
192.168.1.15094   BC:70:7A:3D        Intel
192.168.1.15095   03:A4:42:D9:4B:DB  Qualcomm
192.168.1.15096   60:93:9D:24        HP Inc
192.168.1.15097   12:5D:C8:C1:B7:D9  Dell Inc
192.168.1.15098   41:72:F2:5D:C2:78  Intel
192.168.1.15099   BF:D9:43:7A:F2:5D  Realtek
192.168.1.15100   82:B5:BF:5E        Cisco
192.168.1.15101   C0:6D:B7:D9:F1:7A  Acer
192.168.1.15102   FA:67:41:95:A7:91  Lenovo
192.168.1.15103   C8:3F:0B:92:4B:2D  NVIDIA
192.168.1.15104   A7:D9:43:7A:FA:5D  Samsung
192.168.1.15105   C2:69:83:99:23:6F  Apple Inc
192.168.1.15106   AA:9E:0E:3D:EF:1A  Qualcomm
192.168.1.15107   C8:77:69:41:6F:25  Samsung
192.168.1.15108   3D:60:7A:F7        AMD
192.168.1.15109   EF:12:0A:3E:AA:D4  Dell Inc
192.168.1.15110   5F:82:8C:D9        HP Inc
192.168.1.15111   A9:28:EB:1C:CC:2F  Lenovo
192.168.1.15112   AA:9E:0E:3D:EF:1A  Qualcomm
192.168.1.15113   C8:77:69:41:6F:25  AMD
192.168.1.15114   EF:50:2A:3A:AA:98  Apple Inc
192.168.1.15115   60:93:9D:7B        Intel
192.168.1.15116   47:3D:EE:1A:C8:76  Intel
192.168.1.15117   69:45:43:65:2E:90  Microsoft
192.168.1.15118   80:B6:B3:1D:02:A6  Microsoft
192.168.1.15119   5F:82:8C:0D        ASUS
192.168.1.15120   E7:81:81:B4:B2:0D  Qualcomm
192.168.1.15121   03:A4:E6:81:80:B6  NVIDIA
192.168.1.15122   B3:0D:03:AE:E3:B5  Broadcom
192.168.1.15123   C0:3E:AA:9E:0E:3D  Lenovo
192.168.1.15124   EF:1A:88:2F:AA:96  Intel
192.168.1.15125   A3:2C:EF:A8:8C:1B  Cisco
192.168.1.15126   EA:67:D6:65:2C:D4  ASUS
192.168.1.15127   5F:82:8C:53        Broadcom
192.168.1.15128   D8:77:69:55:5B:65  NVIDIA
192.168.1.15129   2A:C1:37:77:69:50  Cisco
192.168.1.15130   5B:65:2E:C1:D8:87  Dell Inc
192.168.1.15131   E3:15:4B:2D:6E:52  Samsung
192.168.1.15132   58:AF:72:85:DB:BD  Cisco
192.168.1.15133   37:01:58:AF:72:40  HP Inc
192.168.1.15134   A6:7F:7D:42        Apple Inc
192.168.1.15135   03:A4:42:D9:4B:DB  Realtek
192.168.1.15136   12:5D:C8:C1:97:D9  Router
192.168.1.15137   41:72:F2:5D:C2:78  Qualcomm
192.168.1.15138   4E:71:7B:67        Router
192.168.1.15139   BF:D9:43:3A:67:33  Router
192.168.1.15140   4B:2D:EF:1A:C8:73  Broadcom
192.168.1.15141   69:9D:B3:2D:A7:91  Samsung
192.168.1.15142   80:B4:A7:0D:03:EC  Qualcomm
192.168.1.15143   47:94:80:B6:20:5D  HP Inc
192.168.1.15144   C0:68:B7:D9:43:7F  Apple Inc
192.168.1.15145   FA:5C:C2:FD:1D:91  Intel
192.168.1.15146   C8:3F:E2:5D:C2:EC  ASUS
192.168.1.15147   E6:6E:19:77:6B:51  AMD
192.168.1.15148   6F:0D:EF:12:B4:1B  AMD
192.168.1.15149   C2:15:3E:27:1F:91  ASUS
192.168.1.15150   C8:3F:E2:FC:89:2D  Router
192.168.1.15151   00:1A:2B:33        Lenovo
192.168.1.15152   A7:91:80:B4:A7:05  Lenovo
192.168.1.15153   03:A6:A7:D9:4D:FF  Realtek
192.168.1.15154   A6:7F:7D:64        Apple Inc
192.168.1.15155   ED:91:DE:2D:A7:91  Cisco
192.168.1.15156   80:F8:A6:31:63:2D  NVIDIA
192.168.1.15157   A7:91:C8:D4:AF:5D  Cisco
192.168.1.15158   C0:68:B7:D9:43:3F  Microsoft
192.168.1.15159   AA:9E:1F:09:8F:D9  Router
192.168.1.15160   09:DD:E7:59:C6:29  Broadcom
192.168.1.15161   B7:D9:43:7B:C6:3D  ASUS
192.168.1.15162   03:EC:47:94:80:B6  ASUS
192.168.1.15163   20:5D:C0:69:83:B1  Lenovo
192.168.1.15164   80:B2:EE:17:02:A6  Intel
192.168.1.15165   A7:D8:43:6F:EA:5D  AMD
192.168.1.15166   C2:2C:EF:18:99:37  Samsung
192.168.1.15167   AB:9E:0B:3D:EE:1A  Broadcom
192.168.1.15168   98:27:AA:9C:0A:3D  Apple Inc
192.168.1.15169   EF:18:99:27:AA:96  Apple Inc
192.168.1.15170   0F:09:8F:90:80:B4  ASUS
192.168.1.15171   A7:05:03:A6:E7:81  HP Inc
192.168.1.15172   80:06:A6:31:63:5F  Apple Inc
192.168.1.15173   03:D9:43:3A:27:30  HP Inc
192.168.1.15174   4B:2D:EF:1A:C8:73  Intel
192.168.1.15175   69:9D:53:2C:A7:91  AMD
192.168.1.15176   80:B4:A7:05:03:A6  Realtek
192.168.1.15177   B7:D9:43:7A:F2:5D  Broadcom
192.168.1.15178   C0:6D:BF:D8:41:EF  NVIDIA
192.168.1.15179   58:15:4B:2D:A7:D9  NVIDIA
192.168.1.15180   41:FE:A3:EA:9A:65  Router
192.168.1.15181   2C:D4:D8:77:69:41  Router
192.168.1.15182   6F:0D:EF:18:D8:77  HP Inc
192.168.1.15183   69:50:5B:65:2C:C4  Lenovo
192.168.1.15184   D0:77:6B:45:43:95  Samsung
192.168.1.15185   A6:91:C8:3F:2B:D6  Microsoft
192.168.1.15186   82:B5:BF:69        Apple Inc
192.168.1.15187   DB:BD:37:01:58:AF  Samsung
192.168.1.15188   72:85:DB:BD:37:01  Apple Inc
192.168.1.15189   82:B5:BF:5D        ASUS
192.168.1.15190   58:AF:72:40:03:A4  HP Inc
192.168.1.15191   42:D9:4B:DB:12:5D  NVIDIA
192.168.1.15192   C8:C1:87:D9:41:72  NVIDIA
192.168.1.15193   F2:5D:C2:78:BF:D9  Microsoft
192.168.1.15194   43:7A:F2:5D:C0:7D  Cisco
192.168.1.15195   B7:D9:43:7A:F2:5D  AMD
192.168.1.15196   C0:6D:AF:D9:F1:FD  AMD
192.168.1.15197   90:39:03:A6:E2:81  Acer
192.168.1.15198   80:B4:A2:1D:03:A8  Microsoft
192.168.1.15199   67:E5:C6:77:69:50  Cisco
192.168.1.15200   5B:65:2C:D1:C0:77  Qualcomm
192.168.1.15201   6F:01:4B:C6:A2:2B  AMD
192.168.1.15202   C9:3F:E2:15:03:A6  Cisco
192.168.1.15203   E2:81:80:B6:23:FD  AMD
192.168.1.15204   30:D3:58:6E:80:B4  Samsung
192.168.1.15205   A7:05:03:A6:A7:D9  Intel
192.168.1.15206   4D:FF:96:5E:03:A6  Broadcom
192.168.1.15207   E2:81:84:B4:E2:5D  Microsoft
192.168.1.15208   C0:68:B7:D9:43:7F  Dell Inc
192.168.1.15209   F2:5D:C6:65:A6:D9  Apple Inc
192.168.1.15210   43:6A:F2:5D:C2:67  Samsung
192.168.1.15211   B7:D9:09:DF:E7:5C  Qualcomm
192.168.1.15212   4A:ED:EF:1A:85:27  Dell Inc
192.168.1.15213   AA:9E:4A:65:2C:C0  Samsung
192.168.1.15214   A6:7F:7D:56        Lenovo
192.168.1.15215   C0:76:6B:15:02:A4  ASUS
192.168.1.15216   F7:99:80:B4:A3:05  Acer
192.168.1.15217   03:A6:F6:89:81:B6  Qualcomm
192.168.1.15218   A2:05:02:A4:F7:89  Lenovo
192.168.1.15219   70:3E:E2:15:4B:C6  Intel
192.168.1.15220   A2:29:C8:3F:E2:15  Acer
192.168.1.15221   3D:60:7A:43        Apple Inc
192.168.1.15222   82:EE:37:01:58:AF  Lenovo
192.168.1.15223   72:85:DB:BD:37:01  Acer
192.168.1.15224   58:AF:72:40:03:A4  Microsoft
192.168.1.15225   60:93:9D:2F        Samsung
192.168.1.15226   42:D9:4B:D3:C2:5D  AMD
192.168.1.15227   C2:60:B7:D9:43:7A  Intel
192.168.1.15228   F2:5D:8C:2D:A7:91  Acer
192.168.1.15229   C8:3F:AA:9E:0E:3D  AMD
192.168.1.15230   EF:56:88:37:E2:15  Lenovo
192.168.1.15231   BC:70:7A:02        Realtek
192.168.1.15232   4B:2D:EF:1A:8D:2F  Cisco
192.168.1.15233   71:A4:AE:D5        Acer
192.168.1.15234   AA:D2:0B:3D:A7:91  Realtek
192.168.1.15235   C8:3F:AA:9E:4E:57  Apple Inc
192.168.1.15236   83:91:C8:77:69:15  ASUS
192.168.1.15237   03:A6:27:91:C9:3F  Broadcom
192.168.1.15238   3D:60:7A:DA        NVIDIA
192.168.1.15239   E2:54:F3:2D:A7:91  Microsoft
192.168.1.15240   C8:85:E2:15:4B:2D  HP Inc
192.168.1.15241   1E:91:C8:3F:E2:EA  Apple Inc
192.168.1.15242   9B:65:2C:C4:D8:77  Qualcomm
192.168.1.15243   A6:7F:7D:1A        Apple Inc
192.168.1.15244   6B:57:53:BD:6E:52  Microsoft
192.168.1.15245   58:AF:72:40:03:A4  HP Inc
192.168.1.15246   00:1A:2B:55        Microsoft
192.168.1.15247   42:D9:41:72:F2:5D  Realtek
192.168.1.15248   C2:78:BF:D9:43:7A  ASUS
192.168.1.15249   F2:5D:C0:2D:EF:1A  Samsung
192.168.1.15250   9D:27:AA:D4:A9:28  Qualcomm
192.168.1.15251   EF:90:18:62:21:40  Realtek
192.168.1.15252   03:A4:42:C2:80:BC  Intel
192.168.1.15253   06:E5:03:AE:4B:81  Cisco
192.168.1.15254   A6:7F:7D:48        NVIDIA
192.168.1.15255   80:B6:AF:05:03:A4  Intel
192.168.1.15256   F2:89:80:B4:A7:05  Intel
192.168.1.15257   03:A6:E7:81:80:06  Lenovo
192.168.1.15258   A7:0D:39:27:1F:91  Qualcomm
192.168.1.15259   C8:3F:E2:FC:E9:2D  Cisco
192.168.1.15260   A7:91:80:B4:A7:0D  ASUS
192.168.1.15261   03:A4:E3:B5:C0:D4  Intel
192.168.1.15262   89:5D:C0:68:B7:D9  Lenovo
192.168.1.15263   43:37:AA:9E:0F:09  ASUS
192.168.1.15264   BC:70:7A:DB        ASUS
192.168.1.15265   AF:D9:45:6F:E3:5D  Broadcom
192.168.1.15266   C2:FD:EF:50:28:3D  Dell Inc
192.168.1.15267   AA:14:9B:65:66:71  Qualcomm
192.168.1.15268   CB:77:6F:01:4A:65  Samsung
192.168.1.15269   2C:D4:D8:73:69:15  ASUS
192.168.1.15270   03:A6:EB:B5:C0:77  Qualcomm
192.168.1.15271   6B:DD:03:EC:47:93  Lenovo
192.168.1.15272   80:3E:2A:5D:8A:CD  Dell Inc
192.168.1.15273   A4:DD:C9:FF:AA:9E  Intel
192.168.1.15274   60:93:9D:58        Samsung
192.168.1.15275   41:65:2C:CB:C0:77  Broadcom
192.168.1.15276   6B:1D:03:A4:FF:99  Samsung
192.168.1.15277   80:B4:A8:05:03:A6  Broadcom
192.168.1.15278   FD:89:80:B6:AA:05  Lenovo
192.168.1.15279   03:A4:FF:89:80:B4  Cisco
192.168.1.15280   B0:35:03:A4:F7:B1  Dell Inc
192.168.1.15281   80:BC:A6:31:43:2C  ASUS
192.168.1.15282   EF:1A:8D:2F:AA:9E  NVIDIA
192.168.1.15283   0B:3D:EF:12:20:3E  ASUS
192.168.1.15284   AA:2C:0F:09:AF:E3  Qualcomm
192.168.1.15285   4A:77:69:50:5B:65  Microsoft
192.168.1.15286   2C:D1:D8:77:6F:45  Broadcom
192.168.1.15287   B4:65:2C:D4:D8:77  ASUS
192.168.1.15288   6B:45:5B:95:A6:91  Router
192.168.1.15289   C8:3F:AA:9E:16:D5  ASUS
192.168.1.15290   6E:52:58:AF:72:85  ASUS
192.168.1.15291   5F:82:8C:69        Microsoft
192.168.1.15292   DB:BD:37:01:58:AF  NVIDIA
192.168.1.15293   72:40:03:A4:42:C2  Microsoft
192.168.1.15294   80:BC:06:E5:03:AE  Acer
192.168.1.15295   3D:60:7A:28        Lenovo
192.168.1.15296   4B:A1:80:B6:AF:05  ASUS
192.168.1.15297   03:A4:F2:89:80:B4  Dell Inc
192.168.1.15298   E7:21:68:2D:A7:D9  Lenovo
192.168.1.15299   3D:60:7A:40        Acer
192.168.1.15300   43:3F:AE:9E:C3:D5  Dell Inc
192.168.1.15301   A7:91:C8:77:69:40  Router
192.168.1.15302   BC:70:7A:F4        Broadcom
192.168.1.15303   53:65:2E:41:80:FE  Router
192.168.1.15304   02:17:03:2C:77:D9  Apple Inc
192.168.1.15305   09:DF:E1:5D:C2:EF  Apple Inc
192.168.1.15306   EF:1A:8D:2F:AA:9E  AMD
192.168.1.15307   0B:35:EE:18:18:85  Acer
192.168.1.15308   E2:15:4B:2D:EF:18  Cisco
192.168.1.15309   09:7E:1D:C4:03:A4  Dell Inc
192.168.1.15310   E3:B5:E8:77:61:69  Microsoft
192.168.1.15311   6F:0D:A7:E4:C2:87  Realtek
192.168.1.15312   BC:70:7A:52        HP Inc
192.168.1.15313   E2:15:4B:2D:4E:4C  AMD
192.168.1.15314   C8:3F:E2:5D:C0:68  NVIDIA
192.168.1.15315   4E:71:7B:55        Microsoft
192.168.1.15316   B7:D9:43:3F:AA:90  Cisco
192.168.1.15317   8B:22:23:21:C8:3F  Apple Inc
192.168.1.15318   E2:5D:8C:69:83:B9  Microsoft
192.168.1.15319   C8:3F:E2:15:A0:45  Samsung
192.168.1.15320   EF:1A:8D:2F:AA:9E  Broadcom
192.168.1.15321   43:65:2C:C5:EC:17  ASUS
192.168.1.15322   AA:9C:9B:65:66:71  Router
